Campaign_ID,Company,Campaign_Type,Target_Audience,Duration,Channel_Used,Conversion_Rate,Acquisition_Cost,ROI,Location,Language,Clicks,Impressions,Engagement_Score,Customer_Segment,Date
60103,Alpha Innovations,Email,Men 25-34,60 Days,Youtube,0.04,10422,2.9,Miami,German,278,9180,4,Foodies,2021-08-31
60104,Innovate Industries,Email,Men 18-24,30 Days,Website,0.1,5734,3.46,Chicago,English,701,2674,4,Tech Enthusiasts,2021-09-01
60105,Datatech Solutions,Email,All Ages,15 Days,Email,0.1,16679,7.39,Los Angeles,German,572,3306,2,Health & Wellness,2021-09-02
60106,Techcorp,Search,Women 35-44,30 Days,Email,0.06,14452,3.91,Houston,German,559,2239,4,Health & Wellness,2021-09-03
60107,Alpha Innovations,Influencer,Men 18-24,60 Days,Facebook,0.14,6769,4.35,New York,Spanish,105,7015,10,Tech Enthusiasts,2021-09-04
60108,Innovate Industries,Search,Men 25-34,60 Days,Google Ads,0.15,18317,5.02,Los Angeles,Spanish,656,7316,7,Tech Enthusiasts,2021-09-05
60109,Alpha Innovations,Influencer,Men 25-34,15 Days,Google Ads,0.15,6151,5.24,Houston,Spanish,434,7273,5,Foodies,2021-09-06
60110,Nexgen Systems,Influencer,Women 35-44,45 Days,Instagram,0.02,10260,2.02,Houston,German,993,7373,8,Outdoor Adventurers,2021-09-07
60111,Techcorp,Display,Men 18-24,60 Days,Facebook,0.04,15137,2.65,New York,English,872,7291,10,Foodies,2021-09-08
60112,Nexgen Systems,Social Media,All Ages,30 Days,Email,0.09,8318,6.65,Chicago,Spanish,433,7507,5,Health & Wellness,2021-09-09
60113,Datatech Solutions,Social Media,All Ages,15 Days,Email,0.03,15518,2.94,Los Angeles,Spanish,657,2340,2,Foodies,2021-09-10
60114,Datatech Solutions,Search,Women 35-44,60 Days,Email,0.07,12260,4.08,Los Angeles,French,574,3873,3,Outdoor Adventurers,2021-09-11
60115,Nexgen Systems,Influencer,Men 25-34,30 Days,Instagram,0.01,19664,2.36,New York,German,239,6045,5,Tech Enthusiasts,2021-09-12
60116,Innovate Industries,Influencer,All Ages,15 Days,Email,0.1,7825,2.72,Chicago,English,138,1265,3,Tech Enthusiasts,2021-09-13
60117,Techcorp,Display,Men 18-24,45 Days,Website,0.05,16091,7.53,Chicago,French,420,7440,9,Health & Wellness,2021-09-14
60118,Innovate Industries,Search,Women 35-44,15 Days,Google Ads,0.13,18515,5.85,Miami,English,610,3250,3,Foodies,2021-09-15
60119,Innovate Industries,Social Media,Women 25-34,15 Days,Google Ads,0.02,8939,6.82,Houston,French,906,8032,9,Health & Wellness,2021-09-16
60120,Techcorp,Social Media,Men 18-24,30 Days,Email,0.01,9569,6.05,New York,Mandarin,425,4658,7,Foodies,2021-09-17
60121,Alpha Innovations,Email,All Ages,15 Days,Email,0.13,14050,3.32,Los Angeles,French,312,5155,6,Foodies,2021-09-18
60122,Innovate Industries,Search,Men 25-34,45 Days,Google Ads,0.08,17390,5.91,Houston,German,391,6789,8,Tech Enthusiasts,2021-09-19
60123,Innovate Industries,Search,Men 25-34,45 Days,Google Ads,0.06,8575,3.09,New York,French,962,8064,10,Tech Enthusiasts,2021-09-20
60124,Datatech Solutions,Email,Women 35-44,60 Days,Website,0.07,12613,5.82,Houston,Mandarin,834,1009,7,Foodies,2021-09-21
60125,Alpha Innovations,Social Media,All Ages,60 Days,Email,0.14,19092,3.72,New York,German,750,1796,10,Foodies,2021-09-22
60126,Alpha Innovations,Search,Women 35-44,60 Days,Google Ads,0.12,19499,6.65,Miami,French,834,7011,2,Foodies,2021-09-23
60127,Innovate Industries,Influencer,Women 25-34,60 Days,Email,0.12,9824,3.98,Los Angeles,French,856,7742,1,Fashionistas,2021-09-24
60128,Nexgen Systems,Influencer,Men 18-24,45 Days,Youtube,0.06,13894,3.56,Miami,Spanish,704,9206,10,Health & Wellness,2021-09-25
60129,Techcorp,Search,Men 25-34,15 Days,Facebook,0.04,6717,7.96,New York,Spanish,294,4497,7,Health & Wellness,2021-09-26
60130,Datatech Solutions,Display,Men 25-34,60 Days,Facebook,0.1,6963,5.17,Los Angeles,German,977,6022,10,Outdoor Adventurers,2021-09-27
60131,Techcorp,Email,Women 25-34,45 Days,Instagram,0.1,10794,3.9,Houston,German,722,2070,8,Foodies,2021-09-28
60132,Nexgen Systems,Display,Men 18-24,30 Days,Facebook,0.08,13517,2.72,Los Angeles,Mandarin,117,8835,8,Health & Wellness,2021-09-29
60133,Techcorp,Search,Women 25-34,30 Days,Facebook,0.08,19204,4.0,Miami,English,847,3761,3,Fashionistas,2021-09-30
60134,Datatech Solutions,Email,Women 25-34,30 Days,Facebook,0.04,19750,5.71,Chicago,German,597,7540,5,Health & Wellness,2021-10-01
60135,Datatech Solutions,Search,Men 25-34,60 Days,Facebook,0.11,9143,4.68,Houston,Spanish,997,1691,1,Tech Enthusiasts,2021-10-02
60136,Techcorp,Influencer,Men 18-24,30 Days,Google Ads,0.14,12273,6.81,Miami,Spanish,319,4547,5,Tech Enthusiasts,2021-10-03
60137,Innovate Industries,Search,Women 35-44,30 Days,Email,0.08,5931,6.07,New York,English,675,4747,7,Tech Enthusiasts,2021-10-04
60138,Nexgen Systems,Search,Men 25-34,15 Days,Website,0.04,19564,3.47,Los Angeles,English,735,7255,4,Health & Wellness,2021-10-05
60139,Innovate Industries,Influencer,Men 18-24,60 Days,Website,0.07,19919,7.73,New York,German,689,8666,6,Fashionistas,2021-10-06
60140,Alpha Innovations,Influencer,Women 25-34,60 Days,Google Ads,0.14,11963,2.69,New York,French,345,3868,1,Foodies,2021-10-07
60141,Innovate Industries,Display,Women 25-34,45 Days,Website,0.13,16066,6.11,Miami,German,421,6856,3,Tech Enthusiasts,2021-10-08
60142,Techcorp,Social Media,Men 18-24,15 Days,Email,0.13,13679,2.64,Miami,German,180,3277,9,Tech Enthusiasts,2021-10-09
60143,Techcorp,Email,Women 25-34,30 Days,Facebook,0.05,17206,6.04,New York,Mandarin,422,5569,1,Tech Enthusiasts,2021-10-10
60144,Alpha Innovations,Email,Women 35-44,45 Days,Facebook,0.06,13970,5.73,Chicago,German,614,1314,5,Fashionistas,2021-10-11
60145,Alpha Innovations,Display,Women 35-44,45 Days,Email,0.03,18164,2.66,New York,English,817,7725,7,Tech Enthusiasts,2021-10-12
60146,Alpha Innovations,Display,Women 35-44,60 Days,Email,0.1,16837,3.08,Houston,English,301,9546,5,Fashionistas,2021-10-13
60147,Techcorp,Influencer,All Ages,30 Days,Email,0.01,5169,2.14,Los Angeles,Spanish,145,7562,9,Health & Wellness,2021-10-14
60148,Nexgen Systems,Influencer,Women 35-44,45 Days,Google Ads,0.02,18557,7.16,Miami,Mandarin,245,1363,2,Foodies,2021-10-15
60149,Nexgen Systems,Email,All Ages,30 Days,Instagram,0.12,19487,3.25,Miami,German,145,3213,1,Foodies,2021-10-16
60150,Nexgen Systems,Display,Men 25-34,15 Days,Youtube,0.14,12073,5.96,Chicago,French,685,3696,4,Health & Wellness,2021-10-17
60151,Datatech Solutions,Search,Men 18-24,60 Days,Google Ads,0.02,14706,3.15,Chicago,French,538,5218,7,Fashionistas,2021-10-18
60152,Innovate Industries,Influencer,Men 25-34,30 Days,Website,0.13,16791,7.94,Los Angeles,Spanish,809,1333,8,Foodies,2021-10-19
60153,Alpha Innovations,Display,Men 18-24,15 Days,Email,0.03,18979,4.88,New York,English,357,2616,9,Foodies,2021-10-20
60154,Alpha Innovations,Influencer,Women 25-34,60 Days,Website,0.13,7629,2.94,Houston,Spanish,394,9792,8,Outdoor Adventurers,2021-10-21
60155,Datatech Solutions,Social Media,Women 25-34,60 Days,Website,0.06,14182,7.5,Chicago,English,285,7361,5,Foodies,2021-10-22
60156,Alpha Innovations,Email,All Ages,60 Days,Website,0.06,16129,6.24,Miami,French,944,7254,4,Foodies,2021-10-23
60157,Techcorp,Display,Men 25-34,60 Days,Google Ads,0.15,11074,3.57,New York,Mandarin,437,5018,3,Foodies,2021-10-24
60158,Alpha Innovations,Display,Men 25-34,15 Days,Instagram,0.14,19528,7.83,Miami,Mandarin,105,5084,7,Fashionistas,2021-10-25
60159,Nexgen Systems,Display,Women 35-44,15 Days,Youtube,0.12,8934,3.93,Miami,Mandarin,603,4573,8,Tech Enthusiasts,2021-10-26
60160,Alpha Innovations,Influencer,Men 25-34,60 Days,Email,0.11,15819,3.86,New York,English,399,8973,3,Health & Wellness,2021-10-27
60161,Nexgen Systems,Search,Women 25-34,60 Days,Facebook,0.07,15881,2.19,Miami,German,602,4412,6,Foodies,2021-10-28
60162,Nexgen Systems,Social Media,Women 35-44,15 Days,Email,0.08,16786,3.24,Miami,Mandarin,997,9951,8,Foodies,2021-10-29
60163,Alpha Innovations,Social Media,All Ages,45 Days,Instagram,0.15,10449,7.55,Los Angeles,Spanish,143,1991,7,Outdoor Adventurers,2021-10-30
60164,Nexgen Systems,Display,Men 25-34,45 Days,Email,0.09,18269,2.35,Los Angeles,English,401,6418,6,Tech Enthusiasts,2021-10-31
60165,Techcorp,Influencer,Men 25-34,45 Days,Google Ads,0.13,9176,3.16,New York,French,801,7266,5,Outdoor Adventurers,2021-11-01
60166,Nexgen Systems,Influencer,Women 25-34,60 Days,Youtube,0.1,13275,5.07,Houston,Spanish,276,6459,8,Fashionistas,2021-11-02
60167,Techcorp,Display,Women 25-34,15 Days,Instagram,0.04,18798,5.55,Chicago,French,249,9672,1,Health & Wellness,2021-11-03
60168,Innovate Industries,Search,Women 25-34,15 Days,Instagram,0.12,14899,2.09,New York,German,884,6639,9,Tech Enthusiasts,2021-11-04
60169,Nexgen Systems,Display,Men 18-24,30 Days,Instagram,0.05,14391,5.4,Houston,English,620,7452,2,Tech Enthusiasts,2021-11-05
60170,Alpha Innovations,Search,Women 35-44,60 Days,Website,0.01,5652,5.14,Chicago,German,257,2525,10,Foodies,2021-11-06
60171,Nexgen Systems,Influencer,All Ages,30 Days,Email,0.03,9355,6.18,Miami,German,803,7178,1,Health & Wellness,2021-11-07
60172,Techcorp,Display,Women 25-34,15 Days,Youtube,0.14,17718,4.92,Houston,French,530,1298,10,Tech Enthusiasts,2021-11-08
60173,Techcorp,Email,All Ages,30 Days,Website,0.07,13437,3.38,Miami,Spanish,598,1309,10,Health & Wellness,2021-11-09
60174,Datatech Solutions,Email,Women 35-44,15 Days,Instagram,0.06,9663,5.79,New York,English,603,3134,3,Tech Enthusiasts,2021-11-10
60175,Innovate Industries,Email,Women 25-34,60 Days,Youtube,0.03,19727,7.57,Chicago,Spanish,316,1475,3,Outdoor Adventurers,2021-11-11
60176,Alpha Innovations,Display,Women 25-34,45 Days,Youtube,0.07,11135,6.99,Los Angeles,Spanish,822,3667,9,Outdoor Adventurers,2021-11-12
60177,Nexgen Systems,Display,All Ages,15 Days,Website,0.03,15897,3.44,New York,English,973,6249,2,Fashionistas,2021-11-13
60178,Techcorp,Social Media,All Ages,15 Days,Instagram,0.04,9903,4.04,New York,English,571,9522,8,Fashionistas,2021-11-14
60179,Datatech Solutions,Search,All Ages,15 Days,Website,0.06,18219,6.73,Miami,Mandarin,398,4651,2,Outdoor Adventurers,2021-11-15
60180,Techcorp,Influencer,Women 35-44,45 Days,Facebook,0.12,15199,5.49,New York,German,738,4199,2,Fashionistas,2021-11-16
60181,Techcorp,Influencer,Men 18-24,60 Days,Instagram,0.12,17468,7.98,Chicago,German,395,7753,2,Foodies,2021-11-17
60182,Techcorp,Search,Men 18-24,15 Days,Instagram,0.03,17552,2.77,Miami,French,183,3059,2,Outdoor Adventurers,2021-11-18
60183,Nexgen Systems,Display,Women 25-34,45 Days,Google Ads,0.05,13432,4.04,Miami,English,780,9719,7,Outdoor Adventurers,2021-11-19
60184,Innovate Industries,Social Media,Men 18-24,30 Days,Google Ads,0.03,19511,2.06,Miami,French,285,4415,10,Tech Enthusiasts,2021-11-20
60185,Nexgen Systems,Email,Men 25-34,60 Days,Email,0.13,18111,7.87,Los Angeles,French,745,6378,10,Fashionistas,2021-11-21
60186,Techcorp,Search,All Ages,45 Days,Website,0.04,15273,7.59,Chicago,English,395,3942,2,Outdoor Adventurers,2021-11-22
60187,Alpha Innovations,Search,Men 25-34,45 Days,Facebook,0.06,5804,6.79,Houston,English,457,2427,5,Outdoor Adventurers,2021-11-23
60188,Alpha Innovations,Display,Women 25-34,45 Days,Youtube,0.08,11660,6.04,Los Angeles,English,436,3349,1,Fashionistas,2021-11-24
60189,Nexgen Systems,Social Media,Women 35-44,15 Days,Facebook,0.1,12164,5.16,Houston,Mandarin,816,8667,10,Fashionistas,2021-11-25
60190,Techcorp,Search,Men 18-24,15 Days,Email,0.03,10870,7.65,Los Angeles,French,913,1709,8,Fashionistas,2021-11-26
60191,Alpha Innovations,Search,Women 35-44,30 Days,Instagram,0.02,16987,4.98,Houston,German,933,9192,7,Health & Wellness,2021-11-27
60192,Alpha Innovations,Search,Women 35-44,30 Days,Instagram,0.14,18003,3.3,Chicago,Mandarin,854,8304,4,Health & Wellness,2021-11-28
60193,Datatech Solutions,Search,Men 18-24,60 Days,Youtube,0.04,6290,6.28,Miami,Mandarin,267,3338,5,Foodies,2021-11-29
60194,Datatech Solutions,Display,Women 25-34,45 Days,Youtube,0.14,5507,3.94,New York,French,595,2833,4,Outdoor Adventurers,2021-11-30
60195,Nexgen Systems,Search,All Ages,45 Days,Facebook,0.02,12046,7.21,Chicago,German,824,3588,8,Fashionistas,2021-12-01
60196,Innovate Industries,Influencer,Women 25-34,15 Days,Email,0.1,9734,7.01,Miami,English,126,5563,7,Health & Wellness,2021-12-02
60197,Datatech Solutions,Search,Women 35-44,60 Days,Email,0.14,19688,4.79,Miami,German,871,5867,4,Health & Wellness,2021-12-03
60198,Nexgen Systems,Display,Men 25-34,45 Days,Youtube,0.11,7939,5.82,Chicago,Mandarin,111,4125,7,Tech Enthusiasts,2021-12-04
60199,Nexgen Systems,Search,Women 25-34,30 Days,Email,0.14,16638,5.76,Chicago,Spanish,982,2662,4,Foodies,2021-12-05
60200,Nexgen Systems,Influencer,Men 25-34,15 Days,Google Ads,0.11,18045,3.19,Los Angeles,French,562,7446,5,Tech Enthusiasts,2021-12-06
60201,Nexgen Systems,Social Media,All Ages,60 Days,Facebook,0.03,19936,4.26,Chicago,Spanish,528,5230,1,Foodies,2021-12-07
60202,Datatech Solutions,Display,Men 18-24,15 Days,Email,0.09,5159,5.77,Los Angeles,French,435,8401,9,Tech Enthusiasts,2021-12-08
60203,Datatech Solutions,Display,All Ages,45 Days,Instagram,0.06,10640,6.15,Los Angeles,Spanish,171,8076,8,Health & Wellness,2021-12-09
60204,Nexgen Systems,Email,All Ages,15 Days,Email,0.07,7378,5.29,Miami,Mandarin,112,3808,8,Health & Wellness,2021-12-10
60205,Alpha Innovations,Search,Men 25-34,45 Days,Youtube,0.05,7535,3.94,Chicago,Spanish,372,8635,2,Foodies,2021-12-11
60206,Nexgen Systems,Influencer,Men 25-34,30 Days,Email,0.06,10111,5.06,Miami,Mandarin,143,2264,7,Tech Enthusiasts,2021-12-12
60207,Alpha Innovations,Email,Men 18-24,45 Days,Website,0.02,8968,5.01,New York,English,176,2383,9,Outdoor Adventurers,2021-12-13
60208,Datatech Solutions,Social Media,Men 18-24,60 Days,Instagram,0.07,15170,6.79,Los Angeles,Spanish,743,2081,4,Health & Wellness,2021-12-14
60209,Innovate Industries,Social Media,Men 25-34,60 Days,Facebook,0.01,11383,4.06,Los Angeles,German,718,1113,10,Tech Enthusiasts,2021-12-15
60210,Alpha Innovations,Social Media,Women 25-34,60 Days,Website,0.12,7293,2.18,New York,Spanish,287,4448,3,Health & Wellness,2021-12-16
60211,Techcorp,Influencer,Men 18-24,30 Days,Youtube,0.01,8311,6.98,Miami,Spanish,649,4289,4,Foodies,2021-12-17
60212,Techcorp,Search,All Ages,15 Days,Google Ads,0.05,9233,5.64,New York,English,366,3004,6,Outdoor Adventurers,2021-12-18
60213,Nexgen Systems,Email,Women 25-34,45 Days,Google Ads,0.05,19681,2.56,Los Angeles,German,907,4555,3,Tech Enthusiasts,2021-12-19
60214,Nexgen Systems,Influencer,Men 18-24,60 Days,Google Ads,0.05,16892,3.99,New York,Spanish,721,5810,2,Foodies,2021-12-20
60215,Nexgen Systems,Search,Men 18-24,15 Days,Google Ads,0.12,13398,6.67,Chicago,English,345,4242,3,Foodies,2021-12-21
60216,Techcorp,Email,All Ages,30 Days,Instagram,0.01,13737,6.32,Miami,Mandarin,315,7884,5,Health & Wellness,2021-12-22
60217,Innovate Industries,Influencer,Women 35-44,30 Days,Instagram,0.06,19553,2.24,New York,English,926,8676,5,Fashionistas,2021-12-23
60218,Alpha Innovations,Email,Men 25-34,60 Days,Email,0.04,14379,7.96,Miami,Spanish,608,3396,8,Foodies,2021-12-24
60219,Innovate Industries,Social Media,Men 18-24,60 Days,Google Ads,0.08,9901,3.35,Chicago,French,847,8012,3,Fashionistas,2021-12-25
60220,Innovate Industries,Search,All Ages,15 Days,Google Ads,0.12,19205,2.54,New York,French,678,5275,10,Fashionistas,2021-12-26
60221,Datatech Solutions,Display,Women 35-44,60 Days,Email,0.03,6919,2.23,Houston,French,641,6501,4,Fashionistas,2021-12-27
60222,Nexgen Systems,Search,Men 25-34,15 Days,Google Ads,0.14,7339,5.06,New York,German,181,7489,1,Tech Enthusiasts,2021-12-28
60223,Nexgen Systems,Display,Men 25-34,60 Days,Email,0.09,13016,4.75,Houston,English,712,7212,5,Fashionistas,2021-12-29
60224,Techcorp,Display,Women 25-34,30 Days,Google Ads,0.07,9805,3.29,New York,Mandarin,123,9129,2,Outdoor Adventurers,2021-12-30
60225,Innovate Industries,Display,Men 18-24,15 Days,Google Ads,0.13,13444,6.75,Miami,English,426,7749,1,Fashionistas,2021-12-31
60226,Innovate Industries,Search,Men 25-34,45 Days,Website,0.08,17784,3.01,Miami,Spanish,289,5740,2,Fashionistas,2021-01-01
60227,Datatech Solutions,Social Media,All Ages,30 Days,Instagram,0.02,16987,2.04,New York,English,251,7859,8,Tech Enthusiasts,2021-01-02
60228,Nexgen Systems,Search,Men 18-24,60 Days,Youtube,0.01,9023,5.25,Chicago,English,388,1538,9,Fashionistas,2021-01-03
60229,Techcorp,Influencer,Men 25-34,45 Days,Google Ads,0.02,18012,3.84,Houston,English,243,5709,3,Health & Wellness,2021-01-04
60230,Datatech Solutions,Search,Men 25-34,45 Days,Google Ads,0.06,18031,4.3,Los Angeles,English,979,6289,7,Foodies,2021-01-05
60231,Innovate Industries,Social Media,Men 25-34,45 Days,Google Ads,0.13,8936,6.7,Chicago,English,472,9764,4,Health & Wellness,2021-01-06
60232,Nexgen Systems,Influencer,Men 25-34,30 Days,Facebook,0.04,11476,3.5,Los Angeles,Mandarin,976,8471,4,Fashionistas,2021-01-07
60233,Innovate Industries,Display,All Ages,30 Days,Facebook,0.08,15962,5.47,Los Angeles,French,599,3585,7,Fashionistas,2021-01-08
60234,Datatech Solutions,Social Media,Women 25-34,15 Days,Facebook,0.05,11989,4.94,Chicago,German,598,9387,2,Fashionistas,2021-01-09
60235,Alpha Innovations,Display,All Ages,60 Days,Email,0.09,18758,7.31,Houston,Spanish,446,5354,8,Health & Wellness,2021-01-10
60236,Techcorp,Email,Men 25-34,30 Days,Instagram,0.08,12410,2.66,Miami,Mandarin,933,7936,6,Outdoor Adventurers,2021-01-11
60237,Nexgen Systems,Display,Women 25-34,30 Days,Instagram,0.11,7915,7.99,Houston,Mandarin,218,2883,4,Tech Enthusiasts,2021-01-12
60238,Innovate Industries,Social Media,Women 25-34,15 Days,Google Ads,0.03,16987,7.82,Miami,Mandarin,224,2080,7,Health & Wellness,2021-01-13
60239,Nexgen Systems,Email,Women 25-34,60 Days,Google Ads,0.07,10039,4.44,Houston,Mandarin,142,5254,4,Foodies,2021-01-14
60240,Techcorp,Influencer,Men 18-24,45 Days,Youtube,0.01,17993,4.73,New York,German,540,7972,8,Fashionistas,2021-01-15
60241,Innovate Industries,Email,Men 25-34,60 Days,Instagram,0.01,19198,6.87,New York,English,195,2814,9,Fashionistas,2021-01-16
60242,Innovate Industries,Social Media,Men 18-24,60 Days,Facebook,0.03,12571,5.32,Miami,English,954,1800,9,Foodies,2021-01-17
60243,Datatech Solutions,Search,All Ages,15 Days,Facebook,0.07,6188,7.71,Miami,Mandarin,818,2001,6,Fashionistas,2021-01-18
60244,Alpha Innovations,Search,Men 25-34,15 Days,Instagram,0.12,8696,3.27,Miami,French,520,2485,5,Foodies,2021-01-19
60245,Datatech Solutions,Influencer,Men 25-34,60 Days,Instagram,0.09,12507,7.23,Houston,Mandarin,913,3672,4,Tech Enthusiasts,2021-01-20
60246,Techcorp,Search,Women 25-34,30 Days,Youtube,0.11,17966,5.66,Miami,Spanish,479,1106,5,Health & Wellness,2021-01-21
60247,Techcorp,Influencer,Men 25-34,45 Days,Youtube,0.12,10148,2.49,Houston,French,812,9949,6,Fashionistas,2021-01-22
60248,Innovate Industries,Social Media,Women 35-44,45 Days,Google Ads,0.13,15154,7.46,Los Angeles,English,236,5599,3,Fashionistas,2021-01-23
60249,Innovate Industries,Display,Women 25-34,30 Days,Google Ads,0.07,15494,5.87,Miami,Mandarin,529,1257,4,Fashionistas,2021-01-24
60250,Techcorp,Display,Men 25-34,60 Days,Instagram,0.05,10407,5.78,Houston,German,195,4677,9,Foodies,2021-01-25
60251,Techcorp,Email,Women 25-34,60 Days,Instagram,0.05,11622,4.47,New York,English,703,6924,7,Tech Enthusiasts,2021-01-26
60252,Nexgen Systems,Email,Men 18-24,60 Days,Instagram,0.03,17950,4.83,Houston,French,742,7880,1,Foodies,2021-01-27
60253,Nexgen Systems,Social Media,All Ages,15 Days,Youtube,0.04,14183,4.12,Chicago,Spanish,536,3309,3,Health & Wellness,2021-01-28
60254,Innovate Industries,Influencer,Men 25-34,60 Days,Google Ads,0.02,19901,2.85,Miami,Mandarin,229,2060,9,Tech Enthusiasts,2021-01-29
60255,Nexgen Systems,Search,Women 35-44,45 Days,Google Ads,0.07,19308,3.26,Miami,Mandarin,333,7741,4,Fashionistas,2021-01-30
60256,Alpha Innovations,Search,Men 25-34,30 Days,Google Ads,0.05,17446,2.73,Chicago,German,681,5586,6,Health & Wellness,2021-01-31
60257,Innovate Industries,Email,All Ages,15 Days,Google Ads,0.04,19907,3.22,Los Angeles,German,824,7164,4,Fashionistas,2021-02-01
60258,Alpha Innovations,Email,Men 18-24,45 Days,Instagram,0.14,7268,3.72,Miami,English,839,4089,2,Tech Enthusiasts,2021-02-02
60259,Innovate Industries,Social Media,Women 35-44,60 Days,Facebook,0.02,19007,2.06,Miami,German,761,8603,4,Tech Enthusiasts,2021-02-03
60260,Alpha Innovations,Email,Men 25-34,30 Days,Website,0.08,13185,7.63,Houston,German,576,1744,10,Outdoor Adventurers,2021-02-04
60261,Datatech Solutions,Search,Men 18-24,60 Days,Facebook,0.09,14319,5.12,Houston,Mandarin,431,2300,4,Fashionistas,2021-02-05
60262,Alpha Innovations,Influencer,Women 35-44,60 Days,Website,0.1,17717,6.64,Chicago,Spanish,243,6654,2,Tech Enthusiasts,2021-02-06
60263,Techcorp,Search,Men 18-24,15 Days,Youtube,0.05,8517,2.11,Chicago,English,553,3409,9,Foodies,2021-02-07
60264,Alpha Innovations,Search,All Ages,60 Days,Youtube,0.07,14963,2.91,Miami,Mandarin,970,4812,1,Foodies,2021-02-08
60265,Datatech Solutions,Email,Women 25-34,45 Days,Email,0.09,19219,7.59,New York,Mandarin,276,5723,1,Foodies,2021-02-09
60266,Techcorp,Social Media,Women 35-44,60 Days,Instagram,0.1,18288,6.45,Chicago,French,202,6379,1,Foodies,2021-02-10
